2023-09-01 22:55,"2049
"
2023-09-01 23:34,"100000
"
2023-09-02 00:06,"2049
"
2023-09-02 00:45,"100000
"
2023-09-02 01:16,"2049
"
2023-09-02 01:55,"100000
"
2023-09-02 02:27,"2049
"
2023-09-02 03:05,"100000
"
2023-09-02 03:37,"2049
"
2023-09-02 04:15,"100000
"
2023-09-02 04:47,"2049
"
2023-09-02 05:25,"100000
"
2023-09-02 05:57,"2049
"
2023-09-02 06:35,"100000
"
2023-09-02 07:06,"2049
"
2023-09-02 07:44,"100000
"
2023-09-02 08:15,"2049
"
2023-09-02 08:54,"100000
"
2023-09-02 09:26,"2049
"
2023-09-02 10:04,"100000
"
2023-09-02 10:36,"2049
"
2023-09-02 11:15,"100000
"
2023-09-02 11:46,"2049
"
2023-09-02 12:25,"100000
"
2023-09-02 12:57,"2050
"
2023-09-02 13:36,"100000
"
2023-09-02 14:08,"2049
"
2023-09-02 14:47,"100000
"
2023-09-02 15:19,"2049
"
2023-09-02 15:59,"200000
"
2023-09-02 16:31,"2049
"
2023-09-02 17:11,"200000
"
2023-09-02 17:43,"2049
"
2023-09-02 18:22,"200000
"
2023-09-02 18:55,"1900
"
2023-09-02 19:35,"200000
"
2023-09-02 20:08,"1900
"
2023-09-02 20:48,"200000
"
2023-09-02 21:21,"1900
"
2023-09-02 22:00,
2023-09-02 22:33,"1900
"
2023-09-02 23:12,
2023-09-02 23:45,"1900
"
2023-09-03 00:25,
2023-09-03 00:58,"1900
"
2023-09-03 01:37,
